소유자,소유자소속,데이터,가격,데이터종류,수집장치,행동,날짜,행위자,행위자소속,데이터,가격,데이터종류,수집장치
이주희,IBM,data_462,1116692,문자데이터,페이션트모니터,배포,20120625,채수빈,국민건강보험공단,,,,
백림수,코레일유통,data_224,1068162,음성데이터,네이버클로바,가공,20170514,,,data_760,1049591,음성데이터,페이션트모니터
장하현,나스퍼스,data_938,1156569,소득데이터,네이버클로바,가공,20171115,,,data_458,1710265,음성데이터,페이션트모니터
한아나,포스코인터내셔널,data_516,1262242,통화시간데이터,삼성카드,변환,20120328,,,data_869,1069900,음성데이터,페이션트모니터
효수영,SK(주),data_935,1326686,체온데이터,샤오미미밴드,판매,20200418,박수영,NHN,,,,
장은비,월트디즈니,data_472,1116630,의료데이터,신한카드,가공,20131024,,,data_318,1534695,건강데이터,스마트워치
강명지,한국전력거래소,data_242,1249229,성별데이터,애플페이,변환,20201025,,,data_630,1481122,의료데이터,스마트워치
홍나서,영화진흥위원회,data_578,1505248,시청데이터,신한카드,배포,20170730,이재균,지하철공사,,,,
김효휘,한국개발연구원,data_789,1448619,의료데이터,LG페이,배포,20120122,강한나,한국데이터진흥원,,,,
김지희,한화손해보험,data_245,1335558,문서데이터,롯데카드,가공,20181121,,,data_152,1145493,의료데이터,스마트워치
조효진,(주)LG,data_019,1663392,건강데이터,애플페이,가공,20160603,,,data_902,1479358,위치데이터,AI스피커
최효진,캐나다왕립은행,data_091,1365455,소득데이터,신한카드,배포,20200426,한해정,상명대학교,,,,
조지이,포스코,data_321,1663945,건강데이터,T머니,가공,20120313,,,data_854,1132299,음성데이터,AI스피커
조민규,컴캐스트,data_416,1525965,성별데이터,캐시비,배포,20150616,김민규,지하철공사,,,,
최승원,국민연금공단,data_237,1922595,영상데이터,네이버페이,판매,20160630,박진우,한국보건산업진흥원,,,,
조현주,롯데케미칼,data_181,1064815,체온데이터,코어스마트밴드,가공,20180509,,,data_476,1750701,음성데이터,T머니
박민니,LG유플러스,data_026,1653969,주거데이터,T머니,배포,20200111,강민희,과학기술정책연구원,,,,
한지현,축산물품질평가원,data_351,1365426,건강데이터,LG페이,변환,20120817,,,data_194,1959100,위치데이터,스마트워치
박연우,코레일관광개발,data_708,1654263,소득데이터,롯데카드,배포,20180731,서가영,한국연구재단,,,,
박재현,넷플릭스,data_550,1623406,시간데이터,T머니,생성,20181115,,,,,,
이수현,토탈,data_941,1613668,성별데이터,삼성카드,배포,20120213,송가인,CJ올리브네트웍스,,,,
이승선,한국감정원,data_359,1256532,날씨데이터,T머니,가공,20150727,,,data_338,1091736,의료데이터,스마트워치
김민한,중소기업진흥공단,data_508,1661099,시간데이터,AITHinkQ,생성,20190417,,,,,,
이길영,한전KDN,data_737,1226603,의료데이터,삼성카드,배포,20170203,정은아,지하철공사,,,,
조영주,코레일테크,data_798,1199166,의료데이터,T머니,생성,20121022,,,,,,
최신호,에어서울,data_628,1166518,이미지데이터,삼성페이,가공,20201001,,,data_924,1659626,건강데이터,삼성페이
소보아,IBM,data_485,1294096,체온데이터,T머니,변환,20201110,,,data_976,1635341,음성데이터,스마트워치
한예빈,한국데이터진흥원,data_331,1966666,이동거리데이터,T머니,배포,20160225,한해정,한국보건산업진흥원,,,,
효수빈,한국연구재단,data_085,1242866,체온데이터,코어스마트밴드,생성,20200411,,,,,,
조도형,GS건설,data_849,1512829,나이데이터,캐시비,배포,20120504,박수영,상명대학교,,,,
한지름,스위스거래소,data_290,1395066,건강데이터,신한카드,변환,20160711,,,data_736,1472048,위치데이터,페이션트모니터
조태휘,한국국제교류재단,data_921,1629304,주거데이터,카카오페이,생성,20180512,,,,,,
최유현,중국농업은행,data_739,1664394,음성데이터,애플페이,가공,20130414,,,data_525,1835650,건강데이터,AI스피커
박원휘,한화캐미칼,data_190,1020465,이동거리데이터,페이션트모니터,변환,20160918,,,data_293,1229863,의료데이터,스마트워치
한희원,독립기념관,data_928,1166269,주거데이터,삼성페이,변환,20120227,,,data_900,1194859,건강데이터,AI스피커
최효림,인천국제공항공사,data_044,1694660,시간데이터,신한카드,생성,20121004,,,,,,
곽은현,VISA,data_942,1211296,문서데이터,롯데카드,변환,20160106,,,data_703,1831685,건강데이터,삼성페이
추원휘,한국토지공사,data_998,1304945,속도데이터,삼성카드,생성,20150516,,,,,,
박서경,에미레이트항공,data_005,1689352,행동이력데이터,애플워치,배포,20180325,하인성,NHN,,,,
박민주,홍콩거래소,data_671,1206238,나이데이터,LG페이,배포,20120710,전소연,상명대학교,,,,
장종현,삼성생명,data_1000,1588320,의료데이터,카카오페이,변환,20161207,,,data_957,1668448,의료데이터,AI스피커
박소우,Volvo,data_872,1155563,위치데이터,AITHinkQ,배포,20181002,문태일,고려대학교,,,,
박소미,한국주택금융공사,data_934,1961963,시청데이터,갤럭시홈미니,가공,20180126,,,data_895,1141411,음성데이터,AI스피커
최휘현,SK이노베이션,data_958,1644004,이동거리데이터,갤럭시워치,배포,20190914,김현민,숙명여자대학교,,,,
이대혜,캐세이퍼시픽,data_284,1000519,위치데이터,AITHinkQ,가공,20130223,,,data_857,1831561,음성데이터,삼성페이
한선형,롯데쇼핑,data_088,1650013,교통데이터,갤럭시홈미니,배포,20180224,이치훈,NHN,,,,
최정규,한국수자원공사,data_776,1068861,이동거리데이터,카카오페이,가공,20160308,,,data_725,1439634,음성데이터,스마트워치
장다원,한국해양과학기술원,data_737,1334445,영상데이터,레일플러스,배포,20190704,유정연,AWS,,,,
유효연,국가핵융합연구소,data_377,1614088,통화시간데이터,T머니,생성,20150528,,,,,,
한은휘,KLM,data_872,1191629,성별데이터,신한카드,생성,20180107,,,,,,
최장솔,이스타항공,data_753,1691449,주거데이터,스마트글래스,변환,20130409,,,data_269,1572477,건강데이터,AI스피커
장수희,롯데쇼핑,data_552,1926645,건강데이터,AITHinkQ,생성,20171124,,,,,,
전소희,국민연금공단,data_117,1931334,통화시간데이터,삼성카드,배포,20190420,정예인,NHN,,,,
박민하,에어인턴,data_261,1194859,속도데이터,스마트워치,변환,20190522,,,data_516,1530777,의료데이터,AI스피커
최나원,도로교통공단,data_889,1123912,소득데이터,AITHinkQ,생성,20180105,,,,,,
서민아,한국산업단지공단,data_195,1344544,속도데이터,샤오미미밴드,판매,20161228,차준호,한국데이터진흥원,,,,
최지현,허니웰,data_479,1206656,건강데이터,스마트글래스,가공,20180907,,,data_379,1834140,의료데이터,레일플러스
이주연,삼성SDI,data_135,1526906,음성데이터,네이버페이,가공,20160606,,,data_457,1066450,의료데이터,스마트워치
이민연,한국석유공사,data_884,1310091,이미지데이터,네이버클로바,가공,20131015,,,data_490,1728667,음성데이터,AI스피커
장고람,교보생명,data_363,1168114,행동이력데이터,카카오페이,생성,20160624,,,,,,
한서언,웰스파고,data_576,1232661,문자데이터,캐시비,가공,20170123,,,data_176,1152914,음성데이터,AI스피커
효수영,한전KDN,data_597,1845519,소셜데이터,샤오미AI스피커,배포,20190511,전소연,고려대학교,,,,
최림우,이마트,data_912,1626232,나이데이터,AITHinkQ,생성,20181224,,,,,,
조채원,한국공항공사,data_272,1142965,성별데이터,갤럭시홈미니,판매,20170320,곽은진,NHN,,,,
조은주,나스퍼스,data_138,1621590,문서데이터,갤럭시워치,배포,20170219,김민규,한국데이터진흥원,,,,
최석문,삼성디스플레이,data_175,1044961,위치데이터,애플페이,판매,20131128,이연희,한국보건산업진흥원,,,,
장형휘,한국국제교류재단,data_463,1166639,주거데이터,캐시비,생성,20150824,,,,,,
박성주,안랩,data_484,1359066,속도데이터,KB국민카드,가공,20121110,,,data_645,1597670,의료데이터,스마트워치
이효혁,GS칼텍스,data_545,1800233,위치데이터,페이션트모니터,판매,20170501,윤정한,삼성SDS,,,,
권도현,SK가스,data_091,1455880,시간데이터,삼성카드,배포,20120131,배주현,CJ올리브네트웍스,,,,
장자원,한화토탈,data_086,1669313,위치데이터,T머니,변환,20191016,,,data_705,1229989,음성데이터,AI스피커
이동훈,동국대학교,data_593,1066648,나이데이터,삼성페이,생성,20120817,,,,,,
김윤후,국립생태원,data_930,1161124,문서데이터,샤오미AI스피커,생성,20181114,,,,,,
박민민,한국전기안전공사,data_363,1909840,이동거리데이터,신한카드,배포,20131210,권은택,국민건강보험공단,,,,
박유휘,텐센트,data_720,1909356,날씨데이터,샤오미미밴드,생성,20170809,,,,,,
윤소호,한국외국어대학교,data_915,1182353,통화시간데이터,레일플러스,생성,20190820,,,,,,
김지현,BHPBILLLITON,data_760,1815964,성별데이터,롯데카드,변환,20120829,,,data_710,1714746,위치데이터,AI스피커
장수진,SK이노베이션,data_102,1511058,음성데이터,LG페이,배포,20160211,양유정,지하철공사,,,,
정민오,독일거래소,data_048,1808103,문자데이터,애플워치,생성,20180417,,,,,,
박승희,BAYER,data_483,1636334,행동이력데이터,애플페이,변환,20180620,,,data_133,1022664,의료데이터,스마트워치
조태형,롯데케미칼,data_275,1496569,통화시간데이터,코어스마트밴드,가공,20120504,,,data_378,1919884,위치데이터,스마트워치
유효연,축산물품질평가원,data_720,1960631,의료데이터,애플페이,변환,20180214,,,data_244,1533387,음성데이터,AI스피커
최신주,영화진흥위원회,data_316,1239646,행동이력데이터,스마트워치,변환,20190605,,,data_208,1617103,위치데이터,AI스피커
이규형,한국철도기술연구원,data_016,1630690,소득데이터,샤오미미밴드,변환,20121223,,,data_512,1121537,음성데이터,레일플러스
이연서,한화토탈,data_392,1263644,날씨데이터,캐시비,배포,20180112,오세훈,SK텔레콤,,,,
최현화,한국주택금융공사,data_996,1303826,음성데이터,애플워치,배포,20130308,민경아,국립중앙의료원,,,,
조수미,한국생산기술연구원,data_178,1606261,나이데이터,애플워치,가공,20181225,,,data_467,1221917,음성데이터,AI스피커
장유진,중국이동통신,data_742,1266669,요일데이터,애플페이,배포,20160705,박지민,국민건강보험공단,,,,
조소경,BP,data_156,1948696,주거데이터,네이버클로바,배포,20170618,김연경,한국보건산업진흥원,,,,
최규영,신용보증기금,data_196,1448559,영상데이터,네이버클로바,변환,20161031,,,data_651,1923104,건강데이터,AI스피커
최원영,삼성디스플레이,data_762,1566921,위치데이터,애플페이,변환,20200124,,,data_589,1567236,의료데이터,스마트워치
한혜민,에어인턴,data_816,1590181,성별데이터,스마트글래스,생성,20170123,,,,,,
최태민,한국과학기술원,data_377,1433399,소득데이터,샤오미AI스피커,배포,20120605,박진우,지하철공사,,,,
정은애,마이크로소프트,data_431,1868600,교통데이터,샤오미미밴드,판매,20191020,유시아,한국개발연구원,,,,
이민기,SINOPEC,data_507,1205680,시청데이터,롯데카드,배포,20190625,권보아,한국인터넷진흥원,,,,
함수진,홍익대학교,data_186,1634034,성별데이터,신한카드,가공,20150713,,,data_528,1047831,의료데이터,스마트워치
한미람,CJ올리브네트웍스,data_332,1411882,문서데이터,스마트글래스,변환,20130617,,,data_144,1392757,건강데이터,스마트워치
권은빈,자산관리공사,data_408,1686495,날씨데이터,애플페이,배포,20130815,이지혜,과학기술정책연구원,,,,
이윤형,애플,data_372,1086925,시간데이터,삼성페이,가공,20130903,,,data_962,1240273,건강데이터,T머니
최미경,한화캐미칼,data_328,1168911,요일데이터,KB국민카드,생성,20200118,,,,,,
민재아,GS리테일,data_406,1924988,성별데이터,카카오페이,배포,20150423,전소연,상명대학교,,,,
최유원,한국산업기술평가관리원,data_306,1266605,나이데이터,갤럭시홈미니,가공,20150505,,,data_146,1178106,음성데이터,스마트워치
고세진,서울시립대학교,data_301,1501425,체온데이터,구글홈미니,가공,20161023,,,data_180,1469244,건강데이터,AI스피커
한순휘,버라이즌,data_249,1243121,교통데이터,구글홈미니,판매,20201217,권보미,과학기술정책연구원,,,,
한수희,넷플릭스,data_263,1086268,교통데이터,코어스마트밴드,변환,20171104,,,data_836,1941505,의료데이터,AI스피커
황민우,ABBOTT,data_550,1289518,체온데이터,네이버클로바,판매,20170529,하재우,국립중앙의료원,,,,
장수희,충남대학교,data_020,1158832,교통데이터,신한카드,생성,20180112,,,,,,
조우승,노바티스,data_520,1648521,시청데이터,레일플러스,가공,20120914,,,data_529,1306558,위치데이터,스마트워치
오정원,한국외국어대학교,data_768,1699641,음성데이터,애플페이,변환,20120130,,,data_937,1380101,위치데이터,삼성페이
하재민,중국농업은행,data_695,1832861,건강데이터,스마트글래스,배포,20201015,이연희,한국인터넷진흥원,,,,
이태민,KB손해보험,data_537,1080064,소득데이터,레일플러스,배포,20130212,김현민,SK텔레콤,,,,
최재빈,한국언론진흥재단,data_300,1045136,건강데이터,샤오미AI스피커,변환,20190905,,,data_743,1822667,건강데이터,삼성페이
최나임,SK(주),data_960,1528668,시간데이터,갤럭시워치,배포,20130914,손채영,한국인터넷진흥원,,,,
한해정,DB손해보험,data_808,1632015,음성데이터,갤럭시홈미니,가공,20160911,,,data_585,1498281,건강데이터,스마트워치
장세현,한국콘텐츠진흥원,data_096,1914186,행동이력데이터,네이버클로바,배포,20160709,김지우,건강보험심사평가원,,,,
장휘호,한국남부발전,data_137,1246588,속도데이터,T머니,변환,20161120,,,data_233,1401572,건강데이터,AI스피커
장형민,CJ(주),data_517,1363864,음성데이터,구글홈미니,가공,20131214,,,data_651,1831561,음성데이터,AI스피커
한도진,BMW,data_022,1520569,교통데이터,AITHinkQ,변환,20161228,,,data_236,1079592,건강데이터,AI스피커
최신호,KB손해보험,data_829,1946990,주거데이터,애플워치,생성,20160225,,,,,,
장림호,정보통신산업진흥원,data_698,1890344,의료데이터,샤오미AI스피커,생성,20170708,,,,,,
김준면,대만거래소,data_615,1196140,이동거리데이터,갤럭시워치,판매,20200427,이수현,삼성SDS,,,,
권도원,버라이즌,data_271,1324660,의료데이터,롯데카드,배포,20170429,정예인,한국데이터진흥원,,,,
최나원,SK네트웍스,data_972,1109836,행동이력데이터,샤오미AI스피커,판매,20160208,이지혜,국민건강보험공단,,,,
조휘혁,한국석유공사,data_163,1532339,행동이력데이터,애플워치,배포,20130630,신유나,상명대학교,,,,
한차린,중국공상은행,data_265,1166101,소득데이터,네이버페이,변환,20180215,,,data_899,1429138,위치데이터,AI스피커
이승은,KB손해보험,data_257,1181296,영상데이터,레일플러스,가공,20130426,,,data_245,1600254,의료데이터,AI스피커
권시정,한국데이터진흥원,data_454,1656865,문자데이터,스마트글래스,생성,20130707,,,,,,
박은비,중국이동통신,data_064,1103036,음성데이터,스마트워치,배포,20180521,이진기,한국인터넷진흥원,,,,
한빛나,한국수자원공사,data_155,1404819,나이데이터,삼성페이,가공,20191012,,,data_737,1644265,의료데이터,스마트워치
이희기,신한금융,data_533,1306913,요일데이터,코어스마트밴드,가공,20201012,,,data_411,1659048,위치데이터,스마트워치
박민규,LG유플러스,data_578,1366262,속도데이터,갤럭시워치,가공,20131208,,,data_778,1096234,위치데이터,AI스피커
김강래,SK하이닉스,data_145,1391199,의료데이터,애플페이,가공,20171226,,,data_316,1008938,위치데이터,AI스피커
류혜휘,한국수자원공사,data_403,1806321,문자데이터,구글홈미니,생성,20200201,,,,,,
장지름,한국데이터진흥원,data_727,1610028,요일데이터,페이션트모니터,생성,20181123,,,,,,
이치훈,유로넥스트,data_400,1409538,날씨데이터,레일플러스,가공,20180117,,,data_284,1737986,위치데이터,AI스피커
장서람,중국초상은행,data_018,1889618,의료데이터,스마트글래스,가공,20160624,,,data_217,1737746,음성데이터,스마트워치
조경린,사노피,data_438,1985946,시간데이터,레일플러스,가공,20170525,,,data_344,1421699,위치데이터,AI스피커
고득환,컴캐스트,data_026,1423046,영상데이터,네이버페이,생성,20120616,,,,,,
정재비,한국과학창의재단,data_239,1600326,성별데이터,애플페이,생성,20181006,,,,,,
조용현,홍익대학교,data_636,1806569,소득데이터,갤럭시워치,변환,20160310,,,data_461,1030117,음성데이터,AI스피커
조수휘,충남대학교,data_950,1468659,통화시간데이터,삼성카드,생성,20170711,,,,,,
민주리,인천국제공항공사,data_944,1485242,이미지데이터,삼성카드,변환,20180322,,,data_558,1586284,음성데이터,캐시비
한고재,한국방송통신전파진흥원,data_762,1649012,문서데이터,스마트글래스,생성,20200110,,,,,,
최태윤,NH농협금융,data_832,1082085,시청데이터,애플페이,생성,20200701,,,,,,
권보아,코레일테크,data_168,1506892,시간데이터,갤럭시워치,생성,20130704,,,,,,
박은태,중국초상은행,data_922,1350816,의료데이터,삼성카드,배포,20190811,김영주,한국데이터진흥원,,,,
한도빈,로레알,data_150,1462048,문자데이터,애플워치,배포,20161225,윤소호,건강보험심사평가원,,,,
박시원,GS리테일,data_433,1626229,건강데이터,삼성페이,가공,20131003,,,data_190,1666172,음성데이터,스마트워치
최서현,(주)LG,data_020,1200000,건강데이터,애플워치,변환,20201105,,,data_338,1357748,음성데이터,캐시비
정효오,주택도시보증공사,data_237,1131555,시청데이터,샤오미AI스피커,가공,20120102,,,data_435,1377078,음성데이터,T머니
강미나,국민건강보험공단,data_929,1062483,주거데이터,네이버페이,배포,20190128,강하람,국립중앙의료원,,,,
박지원,도요타,data_548,1242589,요일데이터,스마트글래스,가공,20170719,,,data_453,1898041,의료데이터,AI스피커
하인성,정보통신산업진흥원,data_492,1681268,건강데이터,샤오미미밴드,배포,20181125,강미나,국민건강보험공단,,,,
정민아,SK텔레콤,data_174,1982616,이동거리데이터,삼성페이,판매,20130910,김윤석,삼성SDS,,,,
오주훈,충남대학교,data_782,1854890,날씨데이터,네이버페이,가공,20201021,,,data_400,1685798,건강데이터,AI스피커
한택아,한국농어촌공사,data_291,1268339,통화시간데이터,갤럭시홈미니,판매,20150420,하인성,정보통신산업진흥원,,,,
추강산,대림산업,data_768,1623168,행동이력데이터,샤오미미밴드,가공,20171007,,,data_955,1727651,위치데이터,페이션트모니터
장준웅,한국감정원,data_012,1150860,위치데이터,샤오미미밴드,생성,20131025,,,,,,
박수영,대한법률구조공단,data_451,1659335,속도데이터,LG페이,배포,20160303,한택아,한국농어촌공사,,,,
백현희,한화토탈,data_971,1236663,통화시간데이터,T머니,가공,20160117,,,data_964,1260457,건강데이터,AI스피커
장원정,국민연금공단,data_721,1296585,성별데이터,네이버클로바,가공,20121203,,,data_600,1371610,위치데이터,삼성페이
박다원,기아차,data_739,1656666,소셜데이터,KB국민카드,가공,20160422,,,data_459,1343340,음성데이터,레일플러스
박민석,포스코건설,data_970,1162336,체온데이터,T머니,배포,20160516,박수영,대한법률구조공단,,,,
조지우,INDITEX,data_707,1019863,이동거리데이터,샤오미미밴드,생성,20171015,,,,,,
박혜현,INDITEX,data_352,1291638,소셜데이터,스마트글래스,가공,20130324,,,data_429,1100630,건강데이터,AI스피커
장성아,식품안전정보원,data_690,1235422,음성데이터,샤오미AI스피커,생성,20180203,,,,,,
조시원,연세대학교,data_814,1168016,건강데이터,스마트워치,가공,20180610,,,data_282,1167356,건강데이터,스마트워치
한진주,아마존,data_189,1840083,교통데이터,구글홈미니,가공,20120518,,,data_421,1284334,건강데이터,AI스피커
조나윤,런던거래소,data_774,1630806,소득데이터,KB국민카드,가공,20131216,,,data_360,1419726,위치데이터,AI스피커
김예지,알파벳,data_930,1410990,교통데이터,롯데카드,가공,20160504,,,data_673,1473898,의료데이터,AI스피커
서민아,한국자산관리공사,data_573,1916641,의료데이터,LG페이,판매,20130326,박민석,포스코건설,,,,
강하람,식품안전정보원,data_868,1986461,이동거리데이터,AITHinkQ,판매,20151209,한종민,정보통신산업진흥원,,,,
한종민,정보통신산업진흥원,data_686,1451903,영상데이터,캐시비,판매,20121107,박성아,LG유플러스,,,,
박소휘,에어서울,data_298,1131451,문서데이터,샤오미미밴드,가공,20181103,,,data_544,1855726,음성데이터,스마트워치
조휘현,CJ(주),data_211,1466246,소득데이터,신한카드,생성,20181005,,,,,,
박성아,LG유플러스,data_756,1941310,나이데이터,갤럭시홈미니,판매,20130328,조원주,유튜브,,,,
김원빈,대만거래소,data_216,1880663,날씨데이터,삼성페이,생성,20131218,,,,,,
조휘현,CJ(주),data_211,1466246,소득데이터,신한카드,가공,20150516,,,data_808,1288226,의료데이터,AI스피커
조민석,넷플릭스,data_737,1933286,위치데이터,스마트워치,생성,20131206,,,,,,
조원주,유튜브,data_306,1992133,시청데이터,삼성페이,판매,20190911,한나림,한국소비자원,,,,
이시현,TSMC,data_833,1691496,성별데이터,네이버페이,변환,20180307,,,data_867,1852155,위치데이터,페이션트모니터
최한슬,나스퍼스,data_093,1916822,요일데이터,삼성카드,생성,20181123,,,,,,
한나림,한국소비자원,data_808,1288226,의료데이터,AI스피커,배포,20150706,황민현,메드트로닉,,,,
한효정,코카콜라,data_839,1830618,통화시간데이터,네이버페이,가공,20181004,,,data_684,1146775,위치데이터,스마트워치
최승완,미쓰비시UFJ,data_867,1852155,위치데이터,페이션트모니터,가공,20131212,,,data_746,1695402,위치데이터,스마트워치
조문설,메드트로닉,data_561,1061384,시청데이터,네이버페이,배포,20201023,서민아,AWS,,,,
황민현,메드트로닉,data_480,1616665,이동거리데이터,캐시비,배포,20170809,이지혜,SK텔레콤,,,,
조시현,한화토탈,data_726,1606324,행동이력데이터,레일플러스,가공,20170204,,,data_429,1357146,위치데이터,AI스피커
장휘원,SK디스커버리,data_382,1832605,요일데이터,삼성페이,생성,20170510,,,,,,
김재은,현대위아,data_619,1096636,요일데이터,카카오페이,판매,20181108,최민호,상명대학교,,,,
박준범,REWE,data_225,1148516,시청데이터,KB국민카드,생성,20130519,,,,,,
추유아,아시아나항공카고,data_259,1044661,교통데이터,KB국민카드,가공,20190801,,,data_690,1779466,위치데이터,AI스피커
박림우,캐세이퍼시픽,data_393,1461862,문서데이터,갤럭시홈미니,판매,20131019,손채영,한국인터넷진흥원,,,,
이희원,존슨앤존슨,data_525,1692026,체온데이터,신한카드,판매,20121013,이지호,CJ올리브네트웍스,,,,
김지림,한양대학교,data_422,1693116,소득데이터,애플페이,가공,20160703,,,data_450,1878550,음성데이터,AI스피커
조혜승,한국산업기술평가관리원,data_746,1695402,위치데이터,스마트워치,가공,20190602,,,data_668,1535671,위치데이터,스마트워치
최재은,사노피,data_300,1465189,요일데이터,네이버페이,생성,20131213,,,,,,
조상아,필립오리슨,data_976,1503545,이동거리데이터,샤오미AI스피커,배포,20171117,이연희,대한법률구조공단,,,,
한은빈,진에어,data_404,1342095,문서데이터,T머니,생성,20161122,,,,,,
조원주,한국감정원,data_573,1336516,체온데이터,갤럭시워치,가공,20200616,,,data_657,1234731,건강데이터,삼성페이
최민민,서울교육대학교,data_579,1556425,소셜데이터,샤오미AI스피커,생성,20171029,,,,,,
김기남,유나이티드헬스케어,data_354,1893282,의료데이터,삼성카드,가공,20170106,,,data_972,1153767,건강데이터,AI스피커
우빈원,유나이티드헬스케어,data_856,1564352,통화시간데이터,KB국민카드,배포,20130123,이재인,삼성SDS,,,,
배성현,보잉,data_923,1354864,건강데이터,LG페이,가공,20120516,,,data_812,1776150,의료데이터,스마트워치
조혜승,HSBC,data_746,1416121,주거데이터,AITHinkQ,생성,20121219,,,,,,
한소현,중국공상은행,data_401,1859609,체온데이터,샤오미미밴드,생성,20160521,,,,,,
조원진,한국산업기술평가관리원,data_188,1616168,소셜데이터,삼성페이,생성,20200704,,,,,,
이다영,이스타항공,data_746,1416121,주거데이터,AITHinkQ,변환,20170922,,,data_166,1057375,의료데이터,AI스피커
권유현,BHPBILLLITON,data_999,1226636,성별데이터,구글홈미니,생성,20180601,,,,,,
서민아,이스타항공,data_868,1069592,나이데이터,KB국민카드,배포,20170224,남도일,대한법률구조공단,,,,
김효민,나스퍼스,data_202,1608668,이미지데이터,LG페이,변환,20180420,,,data_586,1528410,의료데이터,스마트워치
박나원,대한항공,data_622,1159662,소득데이터,네이버페이,가공,20200425,,,data_541,1110813,건강데이터,스마트워치
한가연,제주항공,data_337,1616385,행동이력데이터,카카오페이,생성,20200829,,,,,,
이지정,대림산업,data_893,1395612,요일데이터,구글홈미니,가공,20120710,,,data_107,1656676,위치데이터,스마트워치
남도일,대한법률구조공단,data_098,1655600,성별데이터,KB국민카드,배포,20120308,한빈언,유나이티드헬스케어,,,,
한빈언,유나이티드헬스케어,data_228,1383665,성별데이터,캐시비,배포,20131127,수동린,SK종합화학,,,,
수동린,SK종합화학,data_627,1860968,문자데이터,T머니,배포,20191014,황윤하,정보통신산업진흥원,,,,
나민영,인천국제공항공사,data_154,1262226,요일데이터,애플워치,생성,20130922,,,,,,
황윤하,정보통신산업진흥원,data_922,1640133,문자데이터,스마트글래스,배포,20130614,박남원,대우건설,,,,
박남원,대우건설,data_659,1546366,시간데이터,레일플러스,배포,20161201,강하람,고려대학교,,,,
장도연,한국과학기술정보연구원,data_619,1389120,건강데이터,코어스마트밴드,생성,20160513,,,,,,
한고정,한국토지공사,data_159,1884362,날씨데이터,롯데카드,가공,20160119,,,data_905,1903930,음성데이터,AI스피커
박현민,FEDEX,data_166,1057375,의료데이터,AI스피커,가공,20180909,,,data_909,1059807,건강데이터,스마트워치
강하람,현대건설,data_008,1268360,날씨데이터,T머니,변환,20161020,,,data_352,1399783,건강데이터,AI스피커
임소희,SINOPEC,data_406,1969936,소셜데이터,삼성카드,판매,20200515,임찬민,숙명여자대학교,,,,
한고정,중국이동통신,data_475,1584362,소셜데이터,LG페이,가공,20160109,,,data_401,1739036,의료데이터,AI스피커
이후연,DB손해보험,data_239,1199161,위치데이터,네이버페이,생성,20131213,,,,,,
유수현,한국연구재단,data_343,1181589,소셜데이터,LG페이,가공,20170927,,,data_384,1678981,위치데이터,페이션트모니터
이주관,서울시립대학교,data_965,1341803,건강데이터,샤오미미밴드,생성,20180521,,,,,,
이지관,티웨이항공,data_291,1686102,나이데이터,갤럭시워치,생성,20171110,,,,,,
임민연,중국농업은행,data_867,1466516,문자데이터,T머니,변환,20170422,,,data_960,1308508,음성데이터,T머니
최지영,연세대학교,data_288,1830863,위치데이터,삼성페이,배포,20200428,최민호,대한법률구조공단,,,,
최태훈,현대오일뱅크,data_627,1068106,성별데이터,페이션트모니터,생성,20180719,,,,,,
김영아,에어인턴,data_570,1340465,문서데이터,레일플러스,가공,20190714,,,data_441,1371790,음성데이터,삼성페이
박지우,건강심사평가원,data_281,1185286,소득데이터,신한카드,생성,20160411,,,,,,
김현휘,한국원자력환경공단,data_232,1645928,속도데이터,AITHinkQ,판매,20120927,권은택,한국보건산업진흥원,,,,
정예영,SK디스커버리,data_462,1548891,문자데이터,갤럭시워치,가공,20180821,,,data_801,1335104,음성데이터,AI스피커
조휘영,로슈,data_127,1898988,체온데이터,구글홈미니,가공,20120309,,,data_503,1422390,음성데이터,AI스피커
조영아,한국언론진흥재단,data_533,1615635,영상데이터,스마트워치,배포,20130321,배유빈,삼성SDS,,,,
배도원,(주)LG,data_207,1464248,요일데이터,애플워치,배포,20120509,이지효,한국보건산업진흥원,,,,
류혜민,한국전력공사,data_289,1834013,문서데이터,갤럭시워치,판매,20120910,이동혁,한국개발연구원,,,,
소동린,대구경북과학기술원,data_048,1698533,문서데이터,스마트워치,변환,20200703,,,data_826,1948284,건강데이터,AI스피커
조지수,인텔,data_804,1891393,이동거리데이터,샤오미AI스피커,생성,20121225,,,,,,
최성아,티웨이항공,data_299,1140402,날씨데이터,샤오미미밴드,가공,20120116,,,data_438,1046886,음성데이터,AI스피커
이길영,한화토탈,data_207,1623450,소셜데이터,페이션트모니터,가공,20130717,,,data_811,1733307,위치데이터,AI스피커
전태연,한국소비자원,data_499,1249810,이미지데이터,갤럭시홈미니,생성,20131113,,,,,,
장소희,안랩,data_233,1630438,체온데이터,네이버클로바,가공,20171110,,,data_507,1100291,위치데이터,캐시비
유가림,GS리테일,data_349,1046116,요일데이터,스마트글래스,배포,20180408,김다현,국립중앙의료원,,,,
류혜현,AT&T,data_852,1658528,이동거리데이터,애플워치,생성,20130825,,,,,,
곽희진,홍콩거래소,data_510,1661231,위치데이터,KB국민카드,가공,20190122,,,data_269,1504448,음성데이터,페이션트모니터
